,OutcomeType,Age,Size,HasName,TimeofDay,WeekDay,IsIntact,Sex,PureMixedHybrid,Group,IsMixColor
25753,Adoption,0,1,No,lateday,Thursday,No,Male,Mixed,Sporting,No
5566,Adoption,1,1,Yes,midday,Monday,No,Female,Hybrid,Herding,Yes
28913,Adoption,1,1,Yes,lateday,Saturday,No,Male,Mixed,PitBull,Yes
19679,Return to Owner,1,0,Yes,lateday,Wednesday,No,Male,Hybrid,Toy,No
12024,Return to Owner,2,1,Yes,lateday,Saturday,No,Male,Mixed,Herding,No
2380,Adoption,0,0,Yes,lateday,Sunday,No,Male,Hybrid,Hound,No
29984,Return to Owner,0,1,Yes,lateday,Thursday,Yes,Female,Mixed,Sporting,Yes
24160,Transfer,1,1,Yes,midday,Monday,Yes,Female,Mixed,Working,No
22651,Transfer,0,1,Yes,midday,Monday,Yes,Female,Mixed,Herding,Yes
28143,Adoption,0,1,Yes,midday,Friday,No,Male,Mixed,Sporting,Yes
3812,Adoption,1,0,Yes,midday,Wednesday,No,Male,Hybrid,Terrier,Yes
3012,Return to Owner,1,1,Yes,lateday,Sunday,No,Female,Mixed,PitBull,Yes
2682,Adoption,1,0,Yes,lateday,Wednesday,No,Female,Mixed,Toy,Yes
5346,Return to Owner,2,0,Yes,midday,Sunday,No,Male,Pure,Hound,No
16559,Adoption,1,0,Yes,midday,Saturday,No,Female,Mixed,Toy,No
32003,Return to Owner,0,1,Yes,lateday,Saturday,Yes,Male,Mixed,Working,Yes
5399,Return to Owner,2,0,Yes,lateday,Monday,No,Male,Mixed,Toy,Yes
25770,Return to Owner,2,0,Yes,lateday,Friday,No,Female,Pure,Toy,Yes
26905,Adoption,0,1,Yes,midday,Saturday,No,Male,Mixed,PitBull,Yes
21758,Adoption,0,1,Yes,night,Saturday,No,Male,Mixed,Hound,No
6157,Return to Owner,1,0,Yes,midday,Monday,No,Female,Mixed,Toy,No
33030,Adoption,0,1,Yes,lateday,Monday,Yes,Male,Mixed,PitBull,Yes
26983,Adoption,1,1,Yes,lateday,Monday,No,Male,Mixed,NonSporting,No
32877,Return to Owner,1,2,Yes,lateday,Tuesday,No,Male,Mixed,Working,Yes
19783,Adoption,0,1,Yes,midday,Sunday,No,Female,Hybrid,Sporting,No
24926,Transfer,0,2,Yes,midday,Wednesday,Yes,Female,Mixed,Working,Yes
3098,Adoption,1,0,Yes,lateday,Wednesday,No,Female,Mixed,Toy,Yes
20476,Adoption,0,0,No,lateday,Friday,No,Male,Mixed,Terrier,No
32454,Transfer,0,0,No,midday,Monday,Yes,Male,Mixed,Toy,Yes
32620,Transfer,0,1,No,night,Monday,No,Female,Mixed,Working,No
19684,Adoption,1,0,Yes,lateday,Wednesday,No,Male,Mixed,Toy,Yes
12048,Transfer,0,0,Yes,midday,Sunday,Yes,Female,Mixed,Hound,No
12326,Return to Owner,0,0,Yes,lateday,Tuesday,No,Male,Mixed,Hound,Yes
23183,Adoption,1,1,Yes,lateday,Monday,No,Male,Hybrid,Herding,Yes
18690,Return to Owner,0,0,Yes,lateday,Monday,No,Male,Hybrid,Hound,Yes
31342,Adoption,0,0,Yes,lateday,Sunday,No,Male,Mixed,Terrier,Yes
17875,Euthanasia,1,2,Yes,lateday,Wednesday,No,Male,Hybrid,Working,Yes
30547,Transfer,0,0,Yes,midday,Thursday,No,Female,Mixed,Toy,No
10298,Adoption,0,1,Yes,lateday,Sunday,No,Female,Pure,Working,Yes
21702,Adoption,0,0,Yes,midday,Wednesday,No,Male,Mixed,Toy,Yes
3222,Adoption,1,2,Yes,midday,Monday,No,Male,Hybrid,Herding,No
9252,Adoption,1,1,Yes,lateday,Sunday,No,Male,Mixed,Herding,No
13303,Adoption,0,1,Yes,midday,Saturday,No,Male,Hybrid,Sporting,Yes
7085,Adoption,0,0,Yes,lateday,Thursday,No,Female,Pure,Toy,No
31871,Return to Owner,1,1,Yes,midday,Monday,No,Male,Mixed,Working,Yes
3182,Adoption,0,0,Yes,lateday,Saturday,No,Female,Mixed,Toy,No
27189,Adoption,0,1,No,lateday,Monday,No,Male,Mixed,PitBull,Yes
12485,Adoption,1,2,Yes,lateday,Saturday,No,Female,Mixed,Herding,Yes
29991,Transfer,1,0,Yes,night,Friday,No,Female,Mixed,Toy,Yes
472,Adoption,1,2,Yes,lateday,Tuesday,No,Female,Mixed,Herding,No
25936,Return to Owner,2,1,Yes,midday,Wednesday,Yes,Male,Mixed,Sporting,No
29900,Return to Owner,1,1,Yes,lateday,Monday,Yes,Male,Mixed,NonSporting,No
12663,Transfer,1,2,Yes,midday,Thursday,Yes,Female,Mixed,Sporting,Yes
25594,Return to Owner,1,1,Yes,lateday,Friday,No,Male,Pure,NonSporting,Yes
2231,Return to Owner,1,0,Yes,lateday,Wednesday,No,Female,Hybrid,Toy,No
10371,Adoption,0,2,Yes,midday,Wednesday,No,Male,Mixed,Herding,Yes
14968,Adoption,0,0,Yes,midday,Wednesday,No,Female,Hybrid,Hound,No
17799,Return to Owner,0,1,Yes,lateday,Sunday,No,Male,Mixed,Sporting,No
31554,Adoption,0,1,Yes,lateday,Monday,No,Male,Mixed,PitBull,Yes
32338,Transfer,0,2,No,lateday,Friday,Yes,Female,Mixed,Herding,Yes
12713,Adoption,1,2,Yes,lateday,Friday,No,Female,Mixed,Herding,No
26516,Adoption,1,1,Yes,lateday,Friday,No,Female,Mixed,Working,Yes
4895,Adoption,1,0,Yes,lateday,Friday,No,Female,Pure,Toy,No
30259,Adoption,2,0,Yes,midday,Monday,No,Female,Mixed,Toy,Yes
6376,Return to Owner,1,1,Yes,lateday,Tuesday,No,Male,Mixed,Sporting,No
14316,Return to Owner,0,1,Yes,midday,Monday,No,Male,Pure,Unknown,Yes
32153,Return to Owner,1,1,Yes,midday,Friday,No,Male,Mixed,PitBull,Yes
12766,Adoption,0,3,No,lateday,Sunday,No,Female,Hybrid,Working,Yes
29990,Transfer,0,0,Yes,night,Friday,No,Male,Mixed,Toy,Yes
711,Euthanasia,1,1,Yes,morning,Thursday,No,Male,Hybrid,PitBull,Yes
32082,Return to Owner,2,1,Yes,lateday,Monday,Yes,Female,Mixed,PitBull,No
2376,Adoption,0,2,No,lateday,Sunday,No,Female,Mixed,Herding,No
7814,Return to Owner,1,0,Yes,midday,Tuesday,No,Male,Mixed,Toy,Yes
15726,Transfer,1,0,Yes,midday,Thursday,Yes,Male,Hybrid,Toy,Yes
10650,Transfer,0,1,No,lateday,Saturday,No,Female,Mixed,NonSporting,No
26736,Adoption,0,1,Yes,night,Sunday,No,Male,Hybrid,Herding,Yes
5046,Adoption,0,2,Yes,midday,Thursday,No,Female,Mixed,Working,No
6129,Adoption,0,0,No,lateday,Sunday,No,Male,Mixed,Terrier,Yes
30655,Transfer,0,1,No,lateday,Tuesday,No,Female,Mixed,NonSporting,Yes
17052,Return to Owner,1,1,Yes,lateday,Sunday,No,Male,Mixed,PitBull,Yes
30824,Transfer,2,0,Yes,midday,Monday,No,Female,Mixed,Toy,No
14072,Adoption,0,1,Yes,midday,Sunday,No,Female,Hybrid,Herding,Yes
28154,Adoption,0,3,No,lateday,Friday,No,Female,Mixed,Working,No
3703,Return to Owner,1,1,Yes,lateday,Friday,No,Female,Mixed,Terrier,Yes
16552,Return to Owner,2,1,Yes,midday,Saturday,No,Male,Mixed,Working,Yes
18177,Adoption,0,1,Yes,lateday,Saturday,No,Female,Hybrid,Sporting,Yes
20223,Adoption,1,1,Yes,lateday,Tuesday,No,Male,Mixed,PitBull,No
1062,Transfer,0,0,Yes,midday,Monday,Yes,Female,Mixed,Hound,Yes
8453,Transfer,0,1,No,lateday,Monday,Yes,Female,Mixed,Sporting,No
21864,Adoption,0,1,Yes,lateday,Monday,No,Male,Mixed,Herding,No
20153,Return to Owner,1,1,Yes,midday,Sunday,No,Female,Mixed,PitBull,Yes
25996,Transfer,1,1,Yes,lateday,Saturday,No,Male,Mixed,PitBull,Yes
1382,Return to Owner,1,1,Yes,night,Saturday,No,Male,Mixed,Sporting,No
31940,Transfer,0,1,Yes,midday,Thursday,No,Male,Pure,Sporting,No
9778,Return to Owner,2,2,Yes,lateday,Thursday,No,Male,Mixed,Herding,No
12707,Return to Owner,1,0,Yes,midday,Friday,No,Female,Mixed,Toy,Yes
29627,Adoption,0,0,No,lateday,Friday,No,Male,Hybrid,Toy,No
16989,Adoption,1,1,Yes,lateday,Friday,No,Female,Mixed,Herding,Yes
31892,Return to Owner,2,0,Yes,morning,Tuesday,No,Male,Mixed,Toy,Yes
17022,Return to Owner,0,1,Yes,lateday,Saturday,No,Male,Mixed,NonSporting,Yes
6880,Transfer,0,1,No,lateday,Friday,Yes,Female,Mixed,Herding,Yes
9293,Adoption,0,0,Yes,lateday,Monday,No,Female,Pure,Toy,Yes
9610,Adoption,0,1,Yes,night,Saturday,No,Male,Hybrid,Sporting,Yes
11447,Transfer,2,0,Yes,midday,Sunday,No,Male,Mixed,Toy,No
10082,Transfer,0,1,Yes,midday,Sunday,No,Female,Mixed,Hound,Yes
7862,Transfer,0,0,Yes,lateday,Wednesday,Yes,Female,Pure,Hound,No
17429,Adoption,1,2,Yes,midday,Wednesday,No,Male,Mixed,Hound,Yes
19546,Transfer,0,2,Yes,lateday,Friday,No,Female,Mixed,Herding,Yes
22779,Transfer,0,1,Yes,midday,Sunday,Yes,Male,Mixed,PitBull,Yes
12546,Adoption,0,1,Yes,lateday,Sunday,No,Female,Mixed,Working,Yes
31292,Return to Owner,2,0,Yes,lateday,Friday,No,Male,Mixed,Hound,No
4008,Adoption,1,1,Yes,morning,Wednesday,No,Male,Mixed,Hound,Yes
12644,Transfer,0,0,Yes,midday,Wednesday,Yes,Male,Mixed,Toy,No
21021,Return to Owner,2,2,Yes,midday,Friday,No,Female,Pure,Herding,No
30252,Adoption,0,2,Yes,lateday,Sunday,No,Male,Mixed,Herding,Yes
101,Return to Owner,0,1,Yes,lateday,Friday,No,Male,Mixed,Terrier,Yes
14068,Return to Owner,1,1,Yes,midday,Sunday,No,Male,Mixed,PitBull,No
10858,Adoption,0,2,Yes,midday,Sunday,No,Female,Mixed,Herding,Yes
2115,Transfer,1,0,Yes,night,Saturday,No,Female,Hybrid,Toy,No
23885,Transfer,0,0,Yes,lateday,Saturday,No,Male,Hybrid,Toy,Yes
12784,Transfer,1,1,Yes,lateday,Monday,No,Male,Mixed,PitBull,Yes
7824,Adoption,0,1,Yes,lateday,Tuesday,No,Male,Mixed,PitBull,Yes
12374,Transfer,0,1,Yes,lateday,Thursday,No,Male,Mixed,Sporting,Yes
3209,Transfer,0,0,Yes,lateday,Sunday,Yes,Female,Mixed,Toy,No
12295,Return to Owner,2,0,Yes,lateday,Monday,No,Female,Pure,Toy,Yes
1001,Adoption,0,1,Yes,lateday,Saturday,No,Male,Mixed,Hound,Yes
32104,Return to Owner,0,0,Yes,lateday,Tuesday,No,Male,Mixed,Toy,Yes
3582,Adoption,1,1,Yes,midday,Monday,No,Female,Mixed,Unknown,Yes
13652,Return to Owner,0,1,Yes,midday,Saturday,No,Male,Hybrid,PitBull,Yes
23498,Transfer,2,0,Yes,lateday,Saturday,Yes,Female,Mixed,Toy,Yes
3303,Adoption,2,0,Yes,midday,Thursday,No,Male,Mixed,Toy,No
13886,Adoption,1,1,Yes,night,Sunday,No,Male,Mixed,Working,Yes
30064,Adoption,0,1,Yes,lateday,Sunday,No,Male,Mixed,Sporting,Yes
876,Transfer,1,1,Yes,lateday,Tuesday,No,Female,Mixed,Sporting,Yes
11313,Transfer,1,1,Yes,night,Monday,No,Female,Mixed,PitBull,Yes
30190,Adoption,1,2,Yes,midday,Saturday,No,Female,Mixed,Sporting,Yes
18807,Transfer,0,0,No,lateday,Friday,No,Female,Mixed,Terrier,Yes
14656,Adoption,0,1,No,lateday,Friday,No,Male,Mixed,Herding,Yes
18811,Adoption,0,0,No,lateday,Friday,No,Female,Mixed,Hound,No
5591,Return to Owner,1,1,Yes,lateday,Tuesday,No,Male,Mixed,Terrier,No
5999,Adoption,1,1,Yes,lateday,Tuesday,No,Male,Mixed,Sporting,Yes
12204,Adoption,1,0,Yes,night,Saturday,No,Male,Mixed,Toy,No
32186,Transfer,0,3,Yes,midday,Saturday,Yes,Male,Mixed,Working,No
6552,Return to Owner,0,1,Yes,lateday,Monday,Yes,Female,Hybrid,Herding,No
17440,Return to Owner,1,1,Yes,lateday,Wednesday,No,Female,Hybrid,PitBull,Yes
2705,Adoption,0,1,Yes,lateday,Thursday,No,Female,Mixed,Sporting,No
18016,Adoption,0,1,No,lateday,Monday,No,Female,Mixed,Herding,No
23717,Adoption,2,1,Yes,midday,Sunday,No,Male,Mixed,Sporting,Yes
21583,Adoption,0,0,Yes,midday,Saturday,No,Female,Mixed,Toy,Yes
22354,Return to Owner,1,1,Yes,midday,Friday,No,Female,Mixed,Herding,No
13564,Adoption,1,2,Yes,lateday,Monday,No,Male,Mixed,Herding,Yes
23793,Return to Owner,0,1,Yes,night,Tuesday,No,Male,Mixed,Herding,Yes
9403,Return to Owner,1,2,Yes,midday,Friday,No,Female,Mixed,Herding,Yes
6585,Return to Owner,0,0,Yes,lateday,Tuesday,No,Male,Mixed,Toy,No
20690,Return to Owner,1,0,Yes,midday,Friday,No,Female,Mixed,Toy,Yes
15147,Adoption,0,0,Yes,morning,Friday,No,Female,Mixed,Toy,Yes
22104,Adoption,2,1,Yes,lateday,Tuesday,No,Male,Mixed,Sporting,Yes
8611,Adoption,1,0,Yes,lateday,Saturday,No,Male,Mixed,Toy,Yes
16122,Return to Owner,1,0,Yes,lateday,Thursday,No,Male,Mixed,Terrier,No
3196,Adoption,0,1,Yes,midday,Sunday,No,Male,Hybrid,Herding,Yes
13964,Return to Owner,0,1,Yes,night,Wednesday,No,Female,Mixed,PitBull,No
8206,Adoption,1,1,Yes,midday,Sunday,No,Male,Mixed,NonSporting,No
22432,Adoption,1,1,Yes,lateday,Sunday,No,Male,Mixed,Herding,No
16689,Adoption,0,0,Yes,midday,Tuesday,No,Female,Mixed,Terrier,Yes
25792,Transfer,0,1,Yes,night,Saturday,No,Male,Pure,Herding,No
5593,Transfer,0,0,No,lateday,Tuesday,Yes,Female,Mixed,Terrier,No
15499,Adoption,1,1,Yes,midday,Wednesday,No,Male,Mixed,NonSporting,Yes
17786,Adoption,1,0,Yes,midday,Sunday,No,Female,Hybrid,Hound,Yes
23204,Return to Owner,1,2,Yes,midday,Tuesday,No,Male,Mixed,Herding,No
30381,Return to Owner,0,1,Yes,midday,Friday,No,Female,Mixed,Sporting,Yes
9656,Adoption,0,0,Yes,midday,Sunday,No,Male,Mixed,Terrier,Yes
29147,Adoption,1,1,Yes,midday,Sunday,No,Female,Mixed,PitBull,Yes
14735,Adoption,1,1,Yes,midday,Monday,No,Female,Pure,Working,Yes
9765,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Mixed,PitBull,Yes
5814,Return to Owner,0,1,Yes,lateday,Tuesday,No,Female,Mixed,Sporting,No
11372,Adoption,0,1,Yes,morning,Thursday,No,Male,Mixed,Sporting,Yes
24043,Adoption,1,1,Yes,midday,Thursday,No,Male,Mixed,NonSporting,No
9007,Return to Owner,1,0,Yes,midday,Saturday,No,Female,Hybrid,Toy,No
2580,Transfer,0,1,Yes,midday,Sunday,No,Male,Mixed,PitBull,Yes
28761,Return to Owner,1,1,Yes,midday,Sunday,No,Male,Mixed,Hound,Yes
32979,Adoption,0,1,Yes,night,Saturday,No,Female,Mixed,Working,Yes
10812,Adoption,1,1,Yes,lateday,Friday,No,Male,Pure,Herding,Yes
24691,Transfer,0,1,No,midday,Monday,Yes,Male,Mixed,Sporting,Yes
28790,Return to Owner,0,0,Yes,lateday,Monday,No,Male,Mixed,Terrier,Yes
4692,Adoption,1,1,Yes,midday,Saturday,No,Male,Hybrid,Herding,No
5269,Adoption,0,1,Yes,midday,Thursday,No,Female,Mixed,Sporting,No
15624,Adoption,0,1,Yes,lateday,Sunday,No,Female,Mixed,Working,No
9128,Return to Owner,0,0,Yes,midday,Wednesday,No,Male,Hybrid,Toy,Yes
4915,Transfer,0,1,Yes,lateday,Saturday,Yes,Male,Mixed,PitBull,No
20252,Return to Owner,1,0,Yes,lateday,Thursday,No,Male,Mixed,Toy,Yes
28444,Return to Owner,0,0,Yes,lateday,Monday,No,Male,Mixed,Terrier,No
3710,Return to Owner,0,1,Yes,midday,Saturday,No,Female,Mixed,PitBull,Yes
6256,Return to Owner,1,1,Yes,midday,Friday,No,Male,Mixed,Working,Yes
20529,Return to Owner,1,1,Yes,night,Sunday,No,Male,Mixed,PitBull,Yes
28842,Adoption,0,0,No,lateday,Wednesday,No,Male,Mixed,Toy,Yes
4467,Return to Owner,1,1,Yes,lateday,Saturday,No,Male,Mixed,Sporting,Yes
19615,Return to Owner,1,1,Yes,lateday,Sunday,No,Male,Mixed,PitBull,No
32950,Euthanasia,0,0,No,lateday,Friday,Yes,Female,Mixed,Hound,No
32734,Return to Owner,0,1,Yes,midday,Friday,Yes,Male,Mixed,Sporting,Yes
7058,Return to Owner,2,1,Yes,midday,Wednesday,No,Male,Hybrid,Herding,No
13597,Adoption,1,0,Yes,midday,Wednesday,No,Female,Mixed,Hound,No
19805,Return to Owner,2,2,Yes,lateday,Monday,Yes,Female,Mixed,Herding,Yes
29739,Transfer,0,1,No,midday,Wednesday,Yes,Female,Mixed,Sporting,Yes
5801,Adoption,0,0,Yes,lateday,Monday,No,Female,Hybrid,Hound,Yes
6016,Euthanasia,1,2,Yes,lateday,Wednesday,No,Male,Mixed,Herding,Yes
15973,Return to Owner,1,1,Yes,lateday,Friday,No,Male,Hybrid,Working,Yes
10326,Adoption,0,1,Yes,lateday,Monday,No,Female,Mixed,Working,No
30201,Adoption,0,0,No,lateday,Saturday,No,Female,Mixed,Toy,Yes
12214,Adoption,1,2,Yes,midday,Saturday,No,Male,Mixed,Herding,Yes
6306,Transfer,0,1,No,midday,Sunday,Yes,Female,Mixed,Sporting,Yes
11103,Transfer,0,1,Yes,midday,Monday,Yes,Male,Hybrid,Herding,Yes
16539,Transfer,2,0,Yes,midday,Friday,No,Female,Mixed,Hound,No
6264,Adoption,0,1,No,lateday,Friday,No,Female,Mixed,Hound,Yes
29693,Transfer,1,0,Yes,midday,Tuesday,Yes,Female,Mixed,Toy,Yes
28725,Adoption,1,0,Yes,midday,Saturday,No,Female,Mixed,Terrier,Yes
32467,Adoption,2,0,Yes,midday,Monday,No,Female,Mixed,Toy,Yes
9618,Adoption,0,1,Yes,midday,Saturday,No,Male,Mixed,PitBull,Yes
1051,Adoption,1,0,No,midday,Monday,No,Female,Mixed,Terrier,No
25682,Return to Owner,2,2,Yes,lateday,Monday,No,Male,Mixed,Sporting,No
19636,Adoption,0,0,Yes,lateday,Monday,No,Male,Mixed,Toy,No
8256,Adoption,1,1,Yes,lateday,Tuesday,No,Female,Mixed,PitBull,No
10293,Adoption,0,0,Yes,lateday,Sunday,No,Female,Mixed,Toy,Yes
29184,Transfer,0,1,Yes,midday,Monday,Yes,Male,Mixed,PitBull,Yes
23007,Return to Owner,2,1,Yes,midday,Tuesday,No,Male,Mixed,Herding,Yes
28097,Return to Owner,1,1,Yes,midday,Wednesday,No,Female,Pure,PitBull,No
738,Transfer,0,1,Yes,lateday,Thursday,Yes,Female,Mixed,PitBull,No
28563,Adoption,0,0,No,lateday,Saturday,No,Male,Mixed,Toy,No
33088,Adoption,0,0,No,midday,Thursday,No,Female,Mixed,Toy,Yes
24126,Adoption,1,1,Yes,midday,Sunday,No,Male,Mixed,NonSporting,Yes
22238,Transfer,1,1,Yes,midday,Sunday,No,Female,Mixed,PitBull,Yes
31124,Adoption,0,1,No,lateday,Friday,No,Male,Mixed,PitBull,Yes
4116,Adoption,2,0,Yes,lateday,Saturday,No,Female,Mixed,Toy,Yes
12763,Adoption,0,0,Yes,lateday,Sunday,No,Female,Mixed,Toy,Yes
27943,Transfer,1,2,Yes,lateday,Thursday,No,Male,Pure,Herding,Yes
3923,Transfer,1,1,Yes,night,Sunday,No,Female,Mixed,Terrier,Yes
18192,Return to Owner,0,1,Yes,lateday,Sunday,No,Female,Mixed,Herding,Yes
23264,Adoption,0,2,Yes,midday,Thursday,No,Male,Mixed,Sporting,Yes
4906,Return to Owner,1,1,Yes,midday,Saturday,Yes,Male,Pure,Sporting,No
9098,Adoption,0,1,Yes,lateday,Monday,No,Female,Mixed,Sporting,No
15596,Adoption,1,1,Yes,lateday,Saturday,No,Female,Mixed,NonSporting,No
13866,Adoption,1,1,Yes,midday,Saturday,No,Female,Mixed,Working,Yes
7600,Return to Owner,1,1,Yes,midday,Tuesday,Yes,Female,Mixed,PitBull,Yes
29523,Adoption,0,0,No,lateday,Sunday,No,Male,Mixed,Toy,Yes
1927,Adoption,0,1,Yes,lateday,Friday,Yes,Male,Pure,Working,Yes
6290,Adoption,0,1,Yes,lateday,Saturday,No,Male,Mixed,Sporting,Yes
31398,Transfer,0,1,Yes,midday,Tuesday,Yes,Female,Mixed,PitBull,Yes
32272,Transfer,0,1,Yes,midday,Tuesday,Yes,Male,Mixed,Sporting,Yes
32843,Return to Owner,2,1,Yes,midday,Monday,No,Female,Mixed,Sporting,Yes
23374,Return to Owner,2,1,Yes,lateday,Monday,No,Male,Mixed,NonSporting,No
12883,Transfer,1,1,Yes,lateday,Thursday,No,Male,Mixed,Hound,No
24018,Return to Owner,1,0,Yes,midday,Wednesday,No,Female,Mixed,Toy,Yes
14141,Transfer,2,0,Yes,midday,Tuesday,Yes,Male,Mixed,Hound,Yes
30733,Adoption,0,1,Yes,midday,Friday,No,Male,Mixed,PitBull,Yes
20840,Adoption,2,0,No,lateday,Wednesday,No,Male,Mixed,Terrier,Yes
4778,Adoption,0,1,No,lateday,Monday,No,Male,Mixed,Sporting,No
1096,Return to Owner,0,0,Yes,midday,Tuesday,No,Female,Mixed,Hound,Yes
6702,Transfer,0,0,Yes,lateday,Saturday,No,Male,Hybrid,Toy,Yes
3915,Adoption,1,1,Yes,lateday,Saturday,No,Male,Mixed,Terrier,Yes
14266,Adoption,0,1,Yes,lateday,Saturday,No,Female,Mixed,Sporting,Yes
21820,Return to Owner,1,0,Yes,lateday,Sunday,No,Female,Mixed,Hound,Yes
22280,Return to Owner,0,0,Yes,lateday,Monday,No,Female,Mixed,Terrier,No
19630,Adoption,0,1,Yes,lateday,Monday,No,Female,Mixed,Sporting,Yes
12407,Transfer,1,1,Yes,lateday,Thursday,Yes,Female,Mixed,PitBull,No
18847,Adoption,0,1,Yes,midday,Sunday,No,Male,Mixed,Unknown,No
19559,Transfer,0,1,No,midday,Saturday,Yes,Female,Mixed,Working,No
17793,Transfer,1,0,No,lateday,Sunday,No,Female,Pure,Hound,No
27729,Transfer,1,1,Yes,midday,Thursday,No,Female,Mixed,Unknown,Yes
14027,Adoption,0,0,Yes,lateday,Friday,No,Male,Hybrid,Hound,Yes
31921,Return to Owner,1,1,Yes,midday,Wednesday,No,Female,Mixed,Sporting,No
30333,Transfer,1,1,Yes,midday,Thursday,Yes,Female,Mixed,Working,Yes
5438,Return to Owner,1,2,Yes,midday,Wednesday,No,Male,Hybrid,Herding,Yes
1203,Return to Owner,1,0,Yes,midday,Saturday,No,Female,Hybrid,NonSporting,No
8853,Adoption,0,3,Yes,lateday,Sunday,No,Male,Mixed,Working,No
2752,Return to Owner,0,1,Yes,lateday,Friday,No,Male,Mixed,Sporting,No
23767,Return to Owner,2,0,Yes,midday,Tuesday,No,Male,Mixed,NonSporting,No
9672,Adoption,0,1,Yes,lateday,Sunday,No,Female,Mixed,Sporting,No
22972,Adoption,1,1,Yes,lateday,Sunday,No,Female,Mixed,Sporting,No
9132,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Mixed,Herding,Yes
21464,Transfer,0,1,Yes,lateday,Sunday,No,Female,Mixed,Terrier,Yes
3120,Return to Owner,0,0,No,lateday,Thursday,No,Male,Mixed,Terrier,Yes
31818,Adoption,1,1,Yes,lateday,Saturday,No,Male,Hybrid,Working,Yes
17173,Adoption,2,0,Yes,midday,Thursday,No,Female,Pure,Hound,No
26898,Adoption,1,1,No,midday,Saturday,No,Female,Mixed,Herding,No
8426,Transfer,1,1,No,midday,Monday,Yes,Male,Mixed,PitBull,No
11709,Transfer,0,0,Yes,midday,Tuesday,No,Male,Mixed,Toy,No
6334,Transfer,0,1,Yes,lateday,Sunday,No,Female,Mixed,Terrier,Yes
20606,Transfer,0,0,No,lateday,Tuesday,Yes,Female,Hybrid,NonSporting,Yes
7912,Adoption,2,0,Yes,midday,Friday,No,Male,Mixed,Terrier,No
4077,Adoption,0,1,Yes,lateday,Friday,No,Male,Mixed,Herding,Yes
30368,Transfer,0,1,Yes,midday,Friday,No,Male,Mixed,PitBull,Yes
28357,Transfer,1,0,Yes,lateday,Friday,Yes,Female,Pure,Toy,Yes
25883,Return to Owner,0,1,Yes,lateday,Monday,No,Female,Mixed,PitBull,Yes
25169,Adoption,0,0,Yes,lateday,Wednesday,No,Male,Hybrid,Toy,No
7986,Return to Owner,0,0,Yes,midday,Sunday,No,Female,Mixed,Hound,Yes
22752,Adoption,1,1,Yes,lateday,Friday,No,Male,Hybrid,Sporting,No
835,Euthanasia,1,1,Yes,midday,Monday,No,Male,Mixed,Sporting,No
5588,Transfer,1,0,Yes,midday,Tuesday,No,Female,Hybrid,Terrier,Yes
5410,Adoption,1,1,Yes,morning,Tuesday,No,Female,Mixed,Hound,Yes
8851,Adoption,1,1,Yes,lateday,Sunday,No,Female,Hybrid,Working,Yes
21110,Transfer,0,2,Yes,midday,Tuesday,No,Male,Mixed,Herding,Yes
28021,Adoption,0,1,Yes,lateday,Saturday,No,Female,Hybrid,Herding,No
23143,Adoption,1,1,Yes,midday,Sunday,No,Male,Mixed,Sporting,Yes
2260,Adoption,0,0,Yes,lateday,Thursday,No,Female,Hybrid,Toy,No
23648,Transfer,1,1,Yes,midday,Thursday,No,Female,Mixed,PitBull,No
27530,Transfer,0,1,No,lateday,Thursday,Yes,Male,Mixed,Sporting,No
5270,Adoption,0,0,No,lateday,Thursday,No,Male,Mixed,Toy,Yes
11387,Euthanasia,2,0,No,midday,Thursday,Yes,Female,Mixed,Toy,No
2268,Adoption,1,0,Yes,lateday,Thursday,No,Female,Mixed,Hound,Yes
10452,Adoption,2,1,Yes,midday,Saturday,No,Female,Hybrid,Sporting,Yes
31596,Adoption,2,0,Yes,night,Wednesday,No,Female,Mixed,Terrier,Yes
29049,Adoption,2,0,No,lateday,Thursday,No,Male,Mixed,Toy,Yes
29569,Transfer,0,1,No,lateday,Tuesday,No,Female,Mixed,Sporting,No
19920,Adoption,0,2,Yes,lateday,Saturday,No,Male,Hybrid,Herding,Yes
2868,Adoption,0,1,Yes,midday,Tuesday,No,Male,Mixed,PitBull,Yes
1352,Transfer,0,0,Yes,midday,Friday,No,Male,Mixed,Hound,Yes
15032,Adoption,1,1,Yes,lateday,Saturday,No,Female,Pure,NonSporting,No
27342,Adoption,1,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
32383,Adoption,1,2,Yes,midday,Saturday,No,Male,Mixed,Working,Yes
2142,Adoption,1,3,Yes,midday,Sunday,No,Female,Hybrid,Working,Yes
28474,Return to Owner,0,1,Yes,lateday,Tuesday,Yes,Male,Mixed,Herding,No
20967,Transfer,0,1,Yes,midday,Tuesday,No,Female,Hybrid,Sporting,Yes
14636,Transfer,1,0,Yes,night,Friday,No,Male,Hybrid,Toy,Yes
7427,Adoption,0,1,Yes,lateday,Tuesday,No,Male,Hybrid,Sporting,Yes
19126,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Mixed,Sporting,Yes
24833,Adoption,0,2,Yes,lateday,Saturday,No,Female,Mixed,Working,Yes
5342,Transfer,1,0,No,lateday,Saturday,Yes,Male,Mixed,Toy,Yes
