,OutcomeType,Age,Size,HasName,TimeofDay,WeekDay,IsIntact,Sex,PureMixedHybrid,Group,IsMixColor
25110,Adoption,1,1,Yes,morning,Tuesday,No,Female,Mixed,NonSporting,No
30151,Adoption,0,2,Yes,lateday,Thursday,No,Male,Mixed,Herding,Yes
1103,Return to Owner,0,1,Yes,lateday,Tuesday,No,Male,Mixed,NonSporting,No
6189,Return to Owner,0,1,Yes,midday,Tuesday,Yes,Male,Mixed,Working,No
20088,Return to Owner,1,1,Yes,lateday,Friday,No,Male,Mixed,Herding,Yes
10317,Transfer,1,1,No,lateday,Monday,No,Male,Mixed,NonSporting,No
25762,Adoption,0,1,Yes,lateday,Thursday,No,Male,Mixed,Working,Yes
1964,Adoption,0,1,Yes,lateday,Sunday,No,Male,Mixed,Sporting,No
27548,Transfer,1,0,Yes,midday,Friday,No,Female,Mixed,Hound,Yes
25782,Adoption,0,1,Yes,lateday,Friday,No,Male,Mixed,Working,Yes
27158,Adoption,0,2,Yes,lateday,Sunday,No,Female,Mixed,Working,Yes
8212,Adoption,0,1,Yes,midday,Sunday,No,Male,Mixed,Working,Yes
13601,Euthanasia,1,1,Yes,lateday,Wednesday,No,Male,Mixed,PitBull,Yes
33065,Adoption,0,0,Yes,night,Tuesday,No,Male,Pure,Hound,Yes
8879,Adoption,1,1,Yes,lateday,Monday,No,Female,Hybrid,Herding,Yes
25812,Adoption,0,0,Yes,lateday,Saturday,No,Female,Hybrid,Terrier,Yes
7704,Transfer,0,1,Yes,midday,Saturday,Yes,Female,Mixed,Working,Yes
376,Adoption,1,1,Yes,midday,Sunday,No,Male,Hybrid,Sporting,Yes
26608,Adoption,0,0,Yes,midday,Tuesday,No,Female,Hybrid,Toy,Yes
9306,Adoption,0,1,Yes,midday,Tuesday,No,Male,Mixed,PitBull,Yes
15553,Return to Owner,1,1,Yes,midday,Friday,Yes,Male,Pure,Working,Yes
15254,Adoption,1,1,Yes,lateday,Sunday,No,Male,Mixed,PitBull,No
9336,Transfer,0,1,No,midday,Wednesday,Yes,Male,Mixed,Working,Yes
13941,Transfer,0,1,Yes,night,Tuesday,Yes,Female,Mixed,Sporting,Yes
20176,Transfer,0,0,No,midday,Monday,No,Male,Mixed,Terrier,No
16018,Adoption,0,0,Yes,midday,Sunday,No,Male,Mixed,Toy,Yes
19818,Return to Owner,1,1,Yes,night,Tuesday,No,Female,Mixed,PitBull,Yes
33024,Euthanasia,2,0,Yes,midday,Monday,Yes,Female,Mixed,Toy,No
29646,Adoption,1,2,Yes,lateday,Saturday,No,Female,Hybrid,Sporting,Yes
1621,Transfer,0,0,No,lateday,Monday,Yes,Male,Mixed,Hound,Yes
15534,Return to Owner,0,1,Yes,lateday,Thursday,No,Male,Hybrid,Working,Yes
4792,Return to Owner,2,1,Yes,midday,Tuesday,No,Male,Mixed,Sporting,Yes
1201,Adoption,1,1,Yes,midday,Saturday,No,Female,Pure,Herding,Yes
8770,Return to Owner,2,1,Yes,midday,Friday,No,Male,Hybrid,NonSporting,Yes
20446,Transfer,0,0,Yes,midday,Thursday,Yes,Female,Mixed,Hound,Yes
29759,Adoption,0,1,Yes,lateday,Wednesday,No,Male,Mixed,Sporting,No
16737,Adoption,0,1,No,lateday,Wednesday,No,Male,Hybrid,Sporting,Yes
6429,Return to Owner,2,1,Yes,night,Thursday,No,Female,Mixed,Herding,No
23496,Adoption,0,1,Yes,lateday,Saturday,No,Male,Hybrid,Herding,Yes
4814,Transfer,1,0,No,lateday,Tuesday,No,Female,Hybrid,Toy,No
18619,Adoption,0,0,Yes,midday,Saturday,No,Male,Mixed,Toy,No
27417,Return to Owner,0,1,Yes,midday,Monday,Yes,Female,Mixed,PitBull,No
10450,Adoption,0,1,No,midday,Saturday,No,Male,Mixed,Sporting,Yes
29505,Adoption,0,1,Yes,midday,Sunday,No,Male,Mixed,Herding,Yes
4575,Adoption,0,1,No,lateday,Tuesday,No,Male,Hybrid,Hound,Yes
5413,Return to Owner,0,2,Yes,midday,Tuesday,Yes,Male,Hybrid,Sporting,No
19511,Return to Owner,1,1,Yes,midday,Thursday,No,Male,Mixed,PitBull,No
13854,Adoption,0,1,No,lateday,Friday,No,Female,Hybrid,Hound,Yes
21380,Return to Owner,1,1,Yes,lateday,Thursday,No,Male,Mixed,Working,No
29284,Adoption,1,1,Yes,lateday,Thursday,No,Female,Mixed,PitBull,Yes
25283,Adoption,0,0,Yes,lateday,Sunday,No,Female,Hybrid,Hound,Yes
29921,Adoption,0,1,Yes,lateday,Tuesday,No,Female,Mixed,Herding,Yes
27712,Return to Owner,0,0,Yes,lateday,Wednesday,No,Male,Hybrid,Toy,Yes
32891,Adoption,2,1,Yes,morning,Wednesday,No,Female,Mixed,Working,Yes
24469,Adoption,0,1,Yes,midday,Sunday,No,Female,Mixed,Herding,Yes
5421,Transfer,0,0,Yes,midday,Tuesday,Yes,Male,Hybrid,Toy,Yes
2551,Adoption,0,0,Yes,lateday,Saturday,No,Female,Mixed,Terrier,Yes
14329,Return to Owner,1,1,Yes,midday,Monday,No,Male,Mixed,PitBull,No
7544,Transfer,0,2,No,night,Sunday,Yes,Male,Hybrid,Hound,No
24195,Return to Owner,1,2,Yes,lateday,Tuesday,No,Male,Mixed,Working,Yes
27941,Adoption,0,0,No,lateday,Thursday,No,Female,Mixed,Toy,No
16119,Transfer,0,0,Yes,midday,Thursday,Yes,Female,Pure,Hound,No
16801,Return to Owner,0,0,Yes,midday,Saturday,No,Male,Mixed,Toy,Yes
10975,Adoption,0,1,Yes,midday,Thursday,No,Male,Hybrid,Working,No
13311,Adoption,0,0,Yes,lateday,Saturday,No,Male,Mixed,Toy,Yes
25813,Adoption,0,1,Yes,lateday,Saturday,No,Male,Mixed,PitBull,Yes
1019,Adoption,1,1,Yes,midday,Sunday,No,Male,Mixed,PitBull,No
32402,Return to Owner,0,1,Yes,lateday,Saturday,Yes,Male,Mixed,PitBull,Yes
4570,Adoption,0,0,Yes,lateday,Tuesday,No,Female,Mixed,Toy,Yes
18638,Adoption,0,1,Yes,midday,Sunday,No,Male,Mixed,Sporting,Yes
2206,Adoption,0,1,Yes,lateday,Tuesday,Yes,Male,Mixed,Sporting,No
28481,Adoption,0,1,No,lateday,Tuesday,No,Female,Mixed,Herding,Yes
17347,Adoption,0,1,Yes,lateday,Monday,No,Male,Mixed,Herding,Yes
17707,Adoption,1,0,Yes,lateday,Thursday,No,Male,Mixed,Hound,No
7447,Euthanasia,1,1,Yes,lateday,Wednesday,No,Female,Mixed,PitBull,Yes
11472,Transfer,2,0,Yes,lateday,Sunday,No,Female,Mixed,Hound,No
11298,Adoption,1,0,No,lateday,Sunday,No,Male,Mixed,Toy,No
10792,Transfer,0,3,Yes,midday,Friday,Yes,Male,Mixed,Working,No
7034,Adoption,0,1,Yes,midday,Tuesday,No,Male,Pure,PitBull,Yes
14881,Adoption,1,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
19144,Return to Owner,2,0,Yes,lateday,Thursday,No,Female,Mixed,Toy,Yes
138,Adoption,1,1,Yes,lateday,Saturday,No,Male,Mixed,PitBull,Yes
20279,Adoption,0,1,Yes,midday,Friday,No,Male,Mixed,Herding,No
9987,Adoption,0,0,Yes,lateday,Wednesday,No,Male,Mixed,Toy,Yes
11626,Adoption,0,0,Yes,midday,Saturday,No,Male,Mixed,Toy,No
16882,Transfer,0,1,No,lateday,Monday,Yes,Male,Mixed,NonSporting,No
5878,Adoption,0,1,Yes,lateday,Thursday,No,Female,Hybrid,Sporting,No
25544,Return to Owner,0,1,Yes,lateday,Wednesday,No,Male,Hybrid,PitBull,Yes
22544,Adoption,0,1,Yes,midday,Friday,No,Female,Mixed,Terrier,No
28854,Transfer,1,0,Yes,midday,Thursday,Yes,Male,Mixed,Terrier,No
25585,Return to Owner,1,0,Yes,lateday,Friday,No,Female,Hybrid,Toy,No
1492,Return to Owner,2,2,Yes,lateday,Wednesday,No,Male,Hybrid,Herding,Yes
4712,Transfer,2,0,No,lateday,Saturday,No,Male,Mixed,Hound,No
8166,Adoption,0,1,Yes,lateday,Friday,No,Female,Mixed,Sporting,Yes
4339,Adoption,1,0,No,midday,Monday,No,Male,Mixed,Hound,Yes
17386,Adoption,1,1,Yes,lateday,Tuesday,No,Female,Mixed,PitBull,Yes
8905,Return to Owner,0,1,Yes,midday,Tuesday,No,Male,Hybrid,Sporting,No
1888,Transfer,0,1,Yes,lateday,Thursday,No,Female,Mixed,Herding,Yes
11719,Return to Owner,0,1,Yes,lateday,Tuesday,No,Male,Mixed,PitBull,Yes
22642,Transfer,0,0,Yes,midday,Monday,No,Female,Hybrid,Toy,Yes
8360,Adoption,1,1,Yes,lateday,Friday,No,Female,Pure,Terrier,Yes
27871,Adoption,0,1,No,lateday,Monday,No,Female,Mixed,PitBull,Yes
6278,Transfer,1,0,Yes,midday,Saturday,No,Female,Hybrid,Toy,Yes
25419,Adoption,1,1,Yes,midday,Saturday,No,Female,Mixed,PitBull,Yes
713,Return to Owner,1,2,Yes,midday,Thursday,No,Male,Mixed,Herding,Yes
30030,Adoption,0,2,Yes,midday,Saturday,No,Male,Mixed,Herding,Yes
17911,Return to Owner,1,0,Yes,midday,Friday,Yes,Male,Mixed,Toy,Yes
24223,Adoption,2,1,Yes,morning,Thursday,No,Male,Mixed,Herding,No
15591,Adoption,0,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
19310,Adoption,0,0,Yes,lateday,Wednesday,No,Male,Hybrid,Toy,Yes
22152,Transfer,1,0,Yes,midday,Friday,No,Female,Mixed,Terrier,Yes
26907,Transfer,0,0,Yes,midday,Saturday,No,Male,Hybrid,Terrier,Yes
4036,Return to Owner,1,1,Yes,lateday,Wednesday,No,Female,Mixed,PitBull,Yes
32748,Transfer,0,1,No,lateday,Friday,Yes,Female,Mixed,Working,Yes
17005,Adoption,1,1,Yes,midday,Saturday,No,Male,Mixed,Working,Yes
8900,Adoption,1,1,Yes,midday,Tuesday,No,Female,Hybrid,Sporting,Yes
24905,Adoption,0,1,Yes,midday,Tuesday,No,Male,Mixed,Sporting,Yes
24381,Return to Owner,0,2,Yes,lateday,Wednesday,No,Male,Mixed,Herding,Yes
1880,Adoption,0,1,Yes,midday,Thursday,No,Female,Mixed,PitBull,Yes
15338,Return to Owner,1,2,No,midday,Friday,Yes,Male,Mixed,Hound,Yes
2022,Adoption,0,1,Yes,lateday,Tuesday,No,Female,Mixed,Herding,Yes
7983,Return to Owner,1,1,Yes,midday,Sunday,No,Male,Mixed,NonSporting,Yes
20154,Return to Owner,1,1,Yes,midday,Sunday,No,Female,Mixed,NonSporting,Yes
18523,Adoption,0,0,Yes,midday,Wednesday,No,Male,Hybrid,Terrier,Yes
8858,Transfer,1,1,Yes,midday,Monday,No,Female,Mixed,PitBull,Yes
24057,Adoption,1,1,Yes,lateday,Thursday,No,Female,Hybrid,PitBull,Yes
26200,Return to Owner,2,1,Yes,midday,Sunday,No,Male,Hybrid,Sporting,Yes
8116,Return to Owner,2,0,Yes,midday,Thursday,No,Male,Mixed,NonSporting,Yes
16578,Return to Owner,1,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
17188,Adoption,0,1,Yes,lateday,Thursday,No,Male,Mixed,Herding,Yes
16025,Adoption,1,0,Yes,midday,Sunday,No,Male,Mixed,Toy,No
10745,Return to Owner,2,0,Yes,lateday,Wednesday,No,Male,Mixed,Terrier,No
27290,Transfer,0,1,Yes,lateday,Thursday,Yes,Male,Mixed,Sporting,No
9892,Adoption,1,2,Yes,midday,Monday,No,Male,Mixed,Unknown,Yes
31063,Return to Owner,1,1,Yes,midday,Wednesday,No,Female,Mixed,PitBull,Yes
10703,Return to Owner,1,1,Yes,lateday,Monday,No,Male,Mixed,PitBull,Yes
22066,Return to Owner,1,1,Yes,lateday,Monday,No,Male,Mixed,PitBull,Yes
2453,Adoption,1,1,Yes,midday,Tuesday,No,Male,Mixed,Sporting,Yes
22970,Adoption,1,0,Yes,lateday,Sunday,No,Male,Mixed,Toy,No
26901,Adoption,0,1,Yes,midday,Saturday,No,Female,Mixed,Sporting,Yes
23967,Transfer,0,1,No,midday,Monday,Yes,Male,Mixed,Sporting,No
28190,Adoption,0,1,No,lateday,Saturday,No,Male,Mixed,Herding,Yes
26745,Adoption,0,1,Yes,midday,Sunday,No,Male,Mixed,Hound,No
17921,Return to Owner,0,1,Yes,midday,Friday,Yes,Male,Mixed,PitBull,No
13220,Adoption,2,0,Yes,night,Wednesday,Yes,Female,Mixed,Toy,Yes
6890,Transfer,1,0,Yes,lateday,Friday,No,Male,Hybrid,Terrier,Yes
26525,Adoption,0,0,Yes,lateday,Friday,No,Male,Hybrid,Unknown,Yes
24128,Adoption,0,2,Yes,midday,Sunday,No,Male,Pure,Working,Yes
20079,Return to Owner,1,2,Yes,midday,Friday,Yes,Male,Mixed,Herding,Yes
10427,Return to Owner,1,1,Yes,lateday,Friday,No,Female,Mixed,PitBull,Yes
22298,Return to Owner,1,1,Yes,lateday,Tuesday,No,Female,Hybrid,Herding,Yes
13749,Adoption,0,1,Yes,lateday,Monday,No,Female,Hybrid,Working,Yes
18281,Return to Owner,2,0,Yes,night,Wednesday,No,Male,Mixed,NonSporting,Yes
1899,Transfer,0,1,Yes,midday,Friday,No,Male,Mixed,PitBull,Yes
16124,Return to Owner,2,0,Yes,lateday,Thursday,Yes,Female,Mixed,Toy,Yes
32097,Adoption,1,1,Yes,midday,Tuesday,No,Female,Mixed,PitBull,Yes
28722,Return to Owner,1,0,Yes,midday,Saturday,No,Male,Hybrid,Toy,Yes
10125,Transfer,0,1,Yes,lateday,Monday,No,Female,Hybrid,Hound,Yes
10162,Euthanasia,1,0,No,midday,Wednesday,Yes,Male,Mixed,Toy,No
27213,Adoption,0,1,Yes,lateday,Tuesday,No,Male,Mixed,Herding,Yes
2887,Adoption,1,1,Yes,lateday,Tuesday,No,Male,Mixed,NonSporting,Yes
32848,Adoption,0,1,Yes,lateday,Monday,No,Male,Mixed,Sporting,No
17758,Adoption,1,0,No,midday,Saturday,No,Male,Pure,Terrier,Yes
1494,Return to Owner,0,0,Yes,lateday,Wednesday,No,Male,Mixed,Toy,Yes
6251,Transfer,2,0,Yes,midday,Friday,No,Female,Mixed,Toy,No
8581,Return to Owner,2,0,Yes,lateday,Friday,No,Male,Mixed,Toy,Yes
10882,Adoption,1,3,Yes,lateday,Sunday,No,Female,Mixed,Working,Yes
342,Adoption,0,0,Yes,lateday,Saturday,No,Female,Mixed,Toy,No
3176,Adoption,1,0,No,midday,Saturday,No,Male,Mixed,Toy,No
26470,Return to Owner,2,1,Yes,lateday,Wednesday,No,Female,Pure,Herding,Yes
27242,Return to Owner,2,0,Yes,midday,Wednesday,No,Male,Mixed,Toy,No
2564,Return to Owner,1,1,Yes,midday,Sunday,No,Male,Pure,Sporting,Yes
28386,Return to Owner,2,1,No,lateday,Saturday,No,Female,Mixed,Working,No
18603,Adoption,0,2,Yes,lateday,Friday,No,Female,Hybrid,Herding,Yes
17019,Adoption,1,0,Yes,lateday,Saturday,No,Male,Mixed,NonSporting,No
57,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Hybrid,NonSporting,Yes
24756,Return to Owner,1,1,Yes,lateday,Tuesday,No,Female,Mixed,PitBull,No
17632,Adoption,1,1,No,lateday,Monday,No,Male,Pure,Sporting,No
4826,Return to Owner,2,0,Yes,midday,Wednesday,No,Male,Mixed,Terrier,Yes
4857,Transfer,1,2,Yes,midday,Thursday,No,Male,Mixed,Working,Yes
4706,Adoption,0,0,Yes,lateday,Saturday,No,Female,Mixed,Toy,Yes
9295,Return to Owner,1,1,Yes,midday,Tuesday,No,Female,Hybrid,Sporting,No
10960,Return to Owner,0,1,Yes,lateday,Wednesday,Yes,Female,Mixed,Working,Yes
1704,Adoption,0,1,Yes,lateday,Friday,Yes,Female,Mixed,Herding,Yes
20081,Adoption,0,1,Yes,midday,Friday,No,Male,Mixed,PitBull,Yes
21201,Return to Owner,1,1,Yes,lateday,Friday,No,Male,Mixed,PitBull,No
3743,Adoption,0,1,No,lateday,Sunday,No,Female,Hybrid,Herding,No
8233,Adoption,1,1,Yes,midday,Monday,No,Male,Mixed,Sporting,No
13007,Transfer,0,1,Yes,midday,Tuesday,No,Male,Mixed,Herding,Yes
945,Adoption,0,1,Yes,midday,Friday,No,Male,Mixed,Sporting,No
30488,Transfer,1,1,Yes,midday,Tuesday,Yes,Male,Mixed,Herding,No
11046,Adoption,1,1,Yes,lateday,Saturday,No,Male,Mixed,Sporting,Yes
15859,Return to Owner,1,0,Yes,lateday,Monday,No,Female,Pure,Toy,Yes
18321,Adoption,0,0,No,morning,Thursday,No,Male,Hybrid,Hound,No
10530,Adoption,0,1,No,lateday,Monday,No,Female,Hybrid,Herding,Yes
27552,Adoption,1,1,Yes,midday,Friday,No,Female,Mixed,Sporting,Yes
20433,Return to Owner,2,1,Yes,midday,Thursday,No,Male,Hybrid,Herding,Yes
21523,Return to Owner,2,2,Yes,lateday,Tuesday,No,Female,Mixed,Herding,Yes
27949,Transfer,2,0,No,lateday,Thursday,No,Female,Mixed,Toy,Yes
15670,Return to Owner,2,0,Yes,lateday,Tuesday,No,Female,Mixed,Toy,No
27437,Adoption,0,1,Yes,lateday,Monday,No,Male,Mixed,Herding,Yes
14679,Adoption,1,0,Yes,lateday,Saturday,No,Female,Hybrid,Hound,No
23738,Return to Owner,1,1,Yes,lateday,Sunday,Yes,Male,Mixed,Sporting,Yes
2149,Return to Owner,0,1,Yes,midday,Sunday,Yes,Male,Mixed,Working,Yes
11728,Adoption,0,1,Yes,midday,Wednesday,No,Male,Mixed,PitBull,Yes
24800,Adoption,1,0,Yes,lateday,Friday,No,Female,Mixed,Toy,Yes
26689,Adoption,1,1,Yes,midday,Friday,No,Female,Mixed,Working,No
5528,Adoption,0,1,Yes,lateday,Saturday,No,Male,Mixed,Terrier,Yes
21968,Adoption,0,1,Yes,midday,Friday,No,Male,Mixed,PitBull,Yes
21612,Return to Owner,2,2,Yes,midday,Sunday,No,Female,Pure,Hound,No
7193,Adoption,1,1,Yes,lateday,Monday,No,Male,Mixed,NonSporting,No
6787,Return to Owner,1,1,Yes,night,Tuesday,No,Female,Mixed,PitBull,No
21840,Return to Owner,1,1,Yes,midday,Monday,No,Male,Mixed,PitBull,Yes
10616,Return to Owner,0,1,Yes,midday,Friday,No,Female,Mixed,PitBull,Yes
12723,Return to Owner,1,0,Yes,midday,Saturday,No,Female,Mixed,Hound,No
2521,Transfer,2,0,Yes,night,Saturday,No,Male,Pure,NonSporting,No
28211,Adoption,0,0,Yes,lateday,Sunday,No,Female,Mixed,Hound,No
17519,Return to Owner,1,1,Yes,lateday,Friday,No,Female,Hybrid,PitBull,Yes
28180,Return to Owner,0,0,Yes,lateday,Saturday,No,Male,Mixed,Terrier,Yes
29031,Return to Owner,2,0,Yes,midday,Thursday,No,Male,Hybrid,Hound,No
31543,Transfer,0,1,No,midday,Monday,Yes,Male,Mixed,PitBull,No
20272,Euthanasia,2,1,Yes,midday,Friday,No,Female,Mixed,NonSporting,Yes
22629,Transfer,0,1,Yes,midday,Monday,No,Female,Mixed,Herding,Yes
30165,Adoption,0,3,Yes,lateday,Friday,No,Female,Mixed,Working,No
6646,Adoption,0,1,Yes,midday,Friday,No,Female,Mixed,PitBull,No
1830,Adoption,1,0,Yes,midday,Tuesday,No,Female,Mixed,Toy,Yes
91,Transfer,0,0,No,lateday,Friday,Yes,Female,Mixed,Toy,Yes
3672,Adoption,0,0,Yes,lateday,Thursday,No,Female,Pure,Hound,Yes
2904,Adoption,0,1,No,lateday,Wednesday,No,Female,Hybrid,Sporting,Yes
13432,Adoption,1,1,Yes,lateday,Wednesday,No,Female,Hybrid,Sporting,Yes
507,Transfer,1,0,No,lateday,Wednesday,Yes,Female,Mixed,Toy,Yes
22257,Return to Owner,2,0,No,night,Monday,No,Male,Mixed,Terrier,Yes
21687,Adoption,0,0,No,lateday,Tuesday,No,Male,Mixed,Hound,Yes
13329,Transfer,2,0,Yes,midday,Sunday,No,Female,Mixed,Hound,No
5892,Adoption,1,1,Yes,midday,Friday,No,Male,Mixed,PitBull,Yes
7715,Transfer,0,1,No,midday,Saturday,No,Male,Mixed,Herding,Yes
26492,Return to Owner,2,0,Yes,lateday,Thursday,No,Male,Mixed,Hound,Yes
3596,Adoption,1,0,Yes,lateday,Monday,No,Female,Mixed,Hound,No
5135,Transfer,1,0,Yes,midday,Sunday,No,Female,Mixed,Toy,Yes
1149,Return to Owner,1,0,Yes,lateday,Thursday,No,Female,Mixed,Terrier,Yes
9503,Adoption,1,0,Yes,lateday,Monday,No,Female,Mixed,Toy,Yes
32427,Return to Owner,2,0,Yes,midday,Sunday,No,Female,Pure,Toy,No
24401,Return to Owner,1,0,Yes,lateday,Thursday,No,Male,Mixed,Toy,Yes
21363,Adoption,1,1,Yes,lateday,Wednesday,No,Female,Mixed,PitBull,Yes
26845,Adoption,0,1,No,lateday,Wednesday,No,Female,Mixed,Sporting,Yes
10870,Euthanasia,2,1,Yes,lateday,Sunday,Yes,Male,Mixed,PitBull,Yes
6830,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Hybrid,NonSporting,Yes
26662,Adoption,0,0,Yes,midday,Thursday,No,Female,Hybrid,Hound,Yes
4259,Adoption,0,1,Yes,morning,Friday,No,Female,Hybrid,Herding,Yes
28987,Return to Owner,2,1,Yes,midday,Tuesday,No,Female,Mixed,PitBull,Yes
1928,Adoption,1,0,Yes,lateday,Friday,No,Male,Mixed,Toy,Yes
21888,Return to Owner,1,1,Yes,lateday,Tuesday,Yes,Male,Mixed,Sporting,Yes
27107,Return to Owner,0,0,Yes,midday,Saturday,No,Male,Mixed,Toy,Yes
31353,Adoption,0,0,No,lateday,Sunday,No,Male,Mixed,Hound,Yes
33067,Adoption,0,1,Yes,night,Wednesday,No,Female,Mixed,Working,No
17935,Euthanasia,0,2,No,lateday,Friday,No,Female,Mixed,Hound,Yes
31468,Adoption,0,1,Yes,lateday,Thursday,No,Male,Mixed,Sporting,No
4818,Return to Owner,2,1,Yes,lateday,Tuesday,Yes,Male,Mixed,NonSporting,Yes
9081,Transfer,0,1,Yes,midday,Monday,No,Female,Hybrid,Herding,Yes
12033,Adoption,1,1,Yes,night,Sunday,No,Male,Mixed,PitBull,Yes
22903,Adoption,0,1,Yes,midday,Friday,No,Male,Mixed,Herding,No
2280,Return to Owner,0,1,Yes,night,Friday,No,Female,Mixed,Sporting,Yes
21192,Transfer,0,1,Yes,midday,Friday,No,Male,Mixed,Herding,Yes
24538,Adoption,0,1,Yes,lateday,Wednesday,No,Female,Mixed,PitBull,Yes
15766,Adoption,1,0,Yes,lateday,Friday,No,Female,Mixed,Toy,Yes
7636,Transfer,2,0,Yes,morning,Thursday,No,Male,Mixed,Toy,No
11098,Transfer,0,1,Yes,night,Monday,No,Female,Mixed,Working,Yes
872,Transfer,1,0,Yes,lateday,Tuesday,No,Female,Hybrid,Terrier,Yes
18216,Adoption,2,0,Yes,lateday,Sunday,No,Female,Mixed,Toy,Yes
28972,Adoption,1,3,Yes,lateday,Monday,No,Male,Mixed,Working,No
4641,Adoption,1,1,Yes,lateday,Thursday,No,Male,Pure,Working,Yes
31188,Adoption,0,0,No,lateday,Sunday,No,Female,Mixed,Toy,No
31190,Return to Owner,1,1,Yes,lateday,Sunday,No,Male,Pure,PitBull,Yes
32776,Adoption,0,1,Yes,lateday,Saturday,No,Female,Mixed,PitBull,Yes
19598,Transfer,1,1,Yes,midday,Sunday,No,Female,Mixed,PitBull,Yes
30680,Return to Owner,0,1,Yes,midday,Wednesday,Yes,Male,Mixed,Hound,Yes
10408,Return to Owner,1,2,Yes,night,Friday,Yes,Male,Mixed,Herding,Yes
29176,Adoption,1,1,Yes,lateday,Sunday,No,Female,Mixed,Sporting,Yes
27373,Adoption,0,1,Yes,midday,Sunday,No,Female,Mixed,Sporting,Yes
31874,Adoption,0,2,No,midday,Monday,No,Male,Mixed,Herding,Yes
71,Adoption,0,1,No,lateday,Thursday,No,Male,Mixed,Herding,Yes
14335,Adoption,1,0,Yes,lateday,Monday,No,Female,Mixed,Terrier,Yes
24197,Return to Owner,1,1,Yes,lateday,Tuesday,No,Male,Pure,Herding,Yes
17028,Adoption,0,1,Yes,lateday,Saturday,No,Male,Hybrid,Hound,Yes
2082,Transfer,1,0,Yes,midday,Friday,Yes,Female,Mixed,Toy,Yes
27691,Adoption,0,0,Yes,lateday,Tuesday,No,Male,Mixed,Toy,No
10373,Return to Owner,1,0,Yes,lateday,Wednesday,No,Male,Mixed,Toy,Yes
12179,Euthanasia,2,1,Yes,midday,Friday,Yes,Male,Mixed,PitBull,Yes
31191,Adoption,0,2,Yes,lateday,Sunday,No,Female,Mixed,Herding,Yes
29632,Adoption,0,1,No,lateday,Friday,No,Female,Mixed,Sporting,No
31154,Adoption,2,1,Yes,midday,Saturday,No,Male,Mixed,Herding,No
6369,Transfer,0,0,No,midday,Tuesday,Yes,Male,Hybrid,Toy,Yes
17006,Adoption,0,0,Yes,midday,Saturday,No,Male,Mixed,Toy,Yes
8961,Return to Owner,1,0,Yes,midday,Thursday,No,Male,Mixed,Toy,Yes
23333,Adoption,0,1,Yes,night,Sunday,No,Male,Mixed,PitBull,Yes
32040,Adoption,0,1,No,lateday,Sunday,No,Male,Mixed,PitBull,No
2464,Return to Owner,0,1,Yes,midday,Thursday,Yes,Male,Mixed,Sporting,Yes
23451,Return to Owner,1,1,Yes,midday,Thursday,No,Male,Mixed,PitBull,Yes
29539,Return to Owner,0,2,Yes,lateday,Monday,No,Female,Mixed,Herding,No
4796,Transfer,2,0,Yes,night,Tuesday,No,Male,Mixed,Toy,Yes
11101,Return to Owner,2,1,Yes,midday,Monday,No,Male,Hybrid,Herding,Yes
14264,Adoption,1,1,Yes,lateday,Saturday,No,Female,Mixed,Herding,Yes
30369,Adoption,1,1,No,midday,Friday,No,Male,Mixed,NonSporting,No
12059,Return to Owner,1,2,Yes,lateday,Sunday,No,Male,Pure,Herding,No
6656,Transfer,0,1,No,lateday,Friday,Yes,Female,Mixed,PitBull,Yes
4968,Adoption,0,0,No,lateday,Sunday,No,Male,Hybrid,Terrier,No
33140,Return to Owner,0,1,Yes,midday,Saturday,No,Female,Mixed,Sporting,No
12515,Adoption,0,0,No,midday,Sunday,No,Male,Mixed,Hound,Yes
32217,Return to Owner,1,1,Yes,midday,Sunday,No,Female,Mixed,Working,Yes
2581,Transfer,1,0,No,lateday,Sunday,Yes,Male,Mixed,Toy,No
22718,Adoption,0,3,Yes,lateday,Wednesday,No,Female,Mixed,Working,No
13224,Adoption,1,0,Yes,midday,Wednesday,No,Male,Pure,Toy,No
28680,Adoption,0,0,No,lateday,Wednesday,No,Male,Hybrid,Toy,Yes
23125,Transfer,0,1,Yes,lateday,Saturday,No,Male,Mixed,Sporting,No
14127,Adoption,0,1,Yes,lateday,Monday,No,Male,Mixed,Herding,Yes
28636,Adoption,0,1,Yes,lateday,Tuesday,No,Female,Mixed,Working,Yes
21218,Transfer,1,0,Yes,midday,Saturday,Yes,Female,Hybrid,Toy,No
32982,Return to Owner,0,2,Yes,midday,Sunday,Yes,Male,Pure,Herding,No
177,Transfer,0,1,No,midday,Monday,No,Male,Mixed,Sporting,No
14657,Adoption,0,2,Yes,lateday,Friday,No,Female,Mixed,Herding,No
27466,Adoption,0,1,Yes,lateday,Tuesday,No,Female,Mixed,Sporting,Yes
17437,Return to Owner,1,0,Yes,lateday,Wednesday,No,Male,Mixed,Hound,Yes
25174,Transfer,0,1,Yes,lateday,Wednesday,No,Male,Mixed,Working,No
17950,Adoption,2,1,Yes,midday,Saturday,No,Female,Mixed,Sporting,No
